time,open,high,low,close,Volume,K,D
2/26/2014,54.08961845,54.13261597,53.98135286,54.03092225,NaN,5.92E-16,-1.15E-14
2/27/2014,54.0049456,54.17192376,53.94315533,54.06240421,NaN,3.316914711,1.105638237
2/28/2014,54.26822447,54.45302406,54.13885418,54.36007294,NaN,29.2818636,10.86625944
3/3/2014,54.3348025,54.46521305,54.26913712,54.30776552,NaN,49.13044978,27.24307603
3/4/2014,54.28193229,54.43047488,54.20978664,54.2578938,NaN,60.02999357,46.14743565
3/5/2014,54.24067164,54.34562757,54.19751906,54.29647558,NaN,50.97745272,53.37929869
3/6/2014,54.29647558,54.51581336,54.20933984,54.39313374,NaN,54.30599689,55.10448106
3/7/2014,54.37591159,54.53879096,54.30402074,54.36375941,NaN,60.02297286,55.10214082
3/10/2014,54.38973892,54.43988604,54.27562524,54.31354853,NaN,60.60222065,58.3103968
3/11/2014,54.29632638,54.38649465,54.23573744,54.30700875,NaN,53.90593182,58.17704178
3/12/2014,54.28117552,54.40775434,54.2447634,54.35235018,NaN,55.08984395,56.53266547
3/13/2014,54.33512802,54.59369976,54.2808107,54.42107982,NaN,65.28312035,58.09296538
3/14/2014,54.39524659,54.5439608,54.32463787,54.43308724,NaN,77.60426593,65.99241008
3/17/2014,54.44758893,54.52568226,54.30408771,54.35006221,NaN,70.88878889,71.25872506
3/18/2014,54.33284006,54.44960988,54.22992729,54.34095614,NaN,53.10217886,67.19841122
3/19/2014,54.31512291,54.39769172,54.08273369,54.15026872,NaN,24.30019175,49.4303865
3/20/2014,54.13304657,54.18522787,53.94146858,53.98995727,NaN,9.898322195,29.10023093
3/21/2014,53.97273512,54.13795192,53.95581656,54.00544519,NaN,1.206431905,11.80164862
3/24/2014,54.00983188,54.21583235,53.95888035,54.16401816,NaN,13.49090511,8.19855307
3/25/2014,54.14679601,54.24845583,54.03799016,54.13661203,NaN,24.13651361,12.94461687
3/26/2014,54.1107788,54.20106612,54.02698656,54.09791306,NaN,31.38649421,23.00463764
3/27/2014,54.07207983,54.16641876,54.00067944,54.02314471,NaN,23.20746367,26.2434905
3/28/2014,54.02314471,54.13082011,53.93566225,53.98772244,NaN,14.69790705,23.09728831
3/31/2014,54.52448721,54.61908397,54.39919324,54.49558209,NaN,35.25214477,24.3858385
4/1/2014,54.46967878,54.60879256,54.44316347,54.50236518,NaN,60.39939291,36.78314824
4/2/2014,54.4850963,54.56795031,54.43001586,54.4437585,NaN,83.90552105,59.85235291
4/3/2014,54.4437585,54.51404894,54.35684609,54.38227008,NaN,79.90747162,74.73746186
4/4/2014,54.38227008,54.47284487,54.31752735,54.40131147,NaN,76.66104686,80.15801318
4/7/2014,54.40216078,54.50994984,54.39998598,54.47916777,NaN,81.03604637,79.20152162
4/8/2014,54.46189889,54.75138811,54.4574779,54.70940612,NaN,89.3567789,82.35129071
4/9/2014,54.68350281,54.82549062,54.65220388,54.74439207,NaN,96.6838462,89.02555716
4/10/2014,54.72712319,54.86373286,54.66693825,54.78838346,NaN,100,95.34687503
4/11/2014,54.76248014,54.82817398,54.7193438,54.74069091,NaN,96.69032948,97.79139189
4/14/2014,54.7038373,54.7706598,54.61467639,54.63034987,NaN,86.2118563,94.30072859
4/15/2014,54.63034987,54.71259665,54.57791761,54.62615445,NaN,75.46822279,86.12346952
4/16/2014,54.62615445,54.70608422,54.58649802,54.63225988,NaN,68.30572897,76.66193602
4/17/2014,54.614991,54.73801471,54.61021031,54.61284798,NaN,51.79539865,65.18978347
4/18/2014,54.5955791,54.64371602,54.5477767,54.57595282,NaN,29.46757445,49.85623402
4/21/2014,54.58737301,54.62324431,54.53489712,54.55305851,NaN,6.606405462,29.28979285
4/22/2014,54.53578963,54.61077159,54.50489352,54.55645329,NaN,0.689143026,12.25437431
4/23/2014,54.53054997,54.64051732,54.49099026,54.55889163,NaN,1.182664901,2.82607113
4/24/2014,54.54162275,54.62372186,54.48031605,54.56767468,NaN,3.191758784,1.687855571
4/25/2014,54.54177136,54.61577239,54.50095925,54.54930773,NaN,2.764491377,2.379638354
4/28/2014,54.5694562,54.6419026,54.51015623,54.5580637,NaN,3.370521841,3.108924001
4/29/2014,54.53216038,54.59318726,54.46443249,54.4857839,NaN,1.361427958,2.498813725
4/30/2014,54.7272662,54.88460062,54.67387906,54.83863346,NaN,34.69476129,13.14223703
5/1/2014,54.82117685,54.87964914,54.80971107,54.82004148,NaN,64.17858481,33.41159135
5/2/2014,54.82004148,54.87935203,54.71779812,54.82797859,NaN,95.58923503,64.82086038
5/5/2014,54.85436979,54.94215213,54.83423261,54.90032494,NaN,95.58923503,85.11901829
5/6/2014,54.87414001,55.11099139,54.87241571,55.0663809,NaN,98.07731688,96.41859565
5/7/2014,55.04019597,55.11737953,54.98388388,54.99279793,NaN,92.59002376,95.41885856
5/8/2014,55.00448605,55.14587986,54.91592315,54.94661491,NaN,80.76434073,90.47722712
5/9/2014,54.94661491,54.98785519,54.82075777,54.83868086,NaN,59.49049502,77.61495317
5/12/2014,54.8475796,54.88980855,54.80257332,54.8159432,NaN,43.75849875,61.33777817
5/13/2014,54.78975827,54.86497527,54.69632789,54.74504124,NaN,26.77027696,43.33975691
5/14/2014,54.74504124,54.86332444,54.72615841,54.7786622,NaN,21.52382405,30.68419992
5/15/2014,54.7786622,54.8855591,54.69863306,54.80986243,NaN,20.27691803,22.85700635
5/16/2014,54.79240582,54.86722576,54.7701016,54.79162046,NaN,23.07068685,21.62380965
5/19/2014,54.79005079,54.8894485,54.76379218,54.8121095,NaN,21.26547929,21.53769472
5/20/2014,54.79465289,54.85424287,54.76400053,54.82788944,NaN,18.73458076,21.0235823
5/21/2014,54.81043283,54.92144993,54.73832622,54.82961582,NaN,17.99674168,19.33226725
5/22/2014,54.80343089,54.83524871,54.73528376,54.7563018,NaN,12.98891452,16.57341232
5/23/2014,54.73011688,54.78216074,54.66487884,54.68021257,NaN,6.575358247,12.52033815
5/26/2014,54.67005842,54.74412998,54.65280569,54.71248697,NaN,3.474710192,7.679660986
5/27/2014,54.69503036,54.7720525,54.6205452,54.64595659,NaN,3.474710192,4.508259544
5/28/2014,54.64595659,54.75006423,54.53385835,54.66642994,NaN,7.196735942,4.715385442
5/29/2014,54.64897333,54.74067502,54.55975578,54.67541105,NaN,9.710520489,6.793988875
5/30/2014,54.86533137,54.96669364,54.82652628,54.86475151,NaN,43.04385382,19.98370342
5/31/2014,54.97681699,55.07832651,54.93799758,54.97636525,NaN,72.65516141,41.80317857
6/2/2014,54.98347853,55.03411307,54.89544253,54.91633351,NaN,92.55962929,69.41954817
6/3/2014,54.89018524,54.99274328,54.86567741,54.91619061,NaN,85.10150973,83.43876681
6/4/2014,54.89875843,54.9522556,54.8426501,54.8635627,NaN,71.0683945,82.9098445
6/5/2014,54.8635627,55.00150274,54.74825555,54.95880863,NaN,72.84210635,76.33733686
6/6/2014,54.94137645,55.03003074,54.88813008,54.92164373,NaN,69.99667021,71.30239035
6/9/2014,54.92198484,55.04944623,54.86455219,54.93094703,NaN,74.57452492,72.47110049
6/10/2014,54.91351484,55.03963804,54.84582176,54.89651508,NaN,66.26621058,70.27913524
6/11/2014,54.8790829,55.00774953,54.85101259,54.9490356,NaN,67.77785214,69.53952921
