date,open,high,low,close,Volume,K,D
11/24/2018,4288.25,4376.88,3638.48,3785.65,14236.74417,13.73014041,14.35566484
11/25/2018,3780.67,4120,3474.73,3938.89,26969.94763,16.86034548,16.03980493
11/26/2018,3934.22,4069.59,3522.28,3727.34,24357.88294,18.88118028,16.49055539
11/27/2018,3727.34,3834.35,3548.76,3771.01,16814.00297,40.07664784,25.27272453
11/28/2018,3771.01,4355.08,3771,4220.16,22983.71349,65.03150203,41.32977672
11/29/2018,4219.77,4409.77,4086.97,4249.8,15944.01263,90.62299688,65.24371558
11/30/2018,4250,4300,3861,3971.06,14364.62145,94.86384812,83.50611568
12/1/2018,3970.56,4264.47,3904.34,4140.39,6412.232537,94.86384812,93.45023104
12/2/2018,4140.4,4265,4030,4102.05,7019.162058,94.12095684,94.61621769
12/3/2018,4099.63,4115.15,3747,3834.34,10726.6773,93.60859698,94.19780065
12/4/2018,3830.81,4033.98,3730,3903.52,12249.93689,90.2886899,92.67274791
12/5/2018,3903.52,3913.62,3662.35,3696.69,13443.12711,83.45888819,89.11872502
12/6/2018,3694.03,3844.79,3415.22,3437.26,15480.96697,76.82573975,83.52443928
12/7/2018,3437.22,3531,3210,3380.68,26513.23162,66.89611873,75.72691556
12/8/2018,3376.27,3495.99,3241,3398.8,10176.34927,59.36898331,67.69694726
12/9/2018,3398.8,3633.2,3371.09,3529.75,8011.022952,64.86081138,63.70863781
12/10/2018,3528.68,3588.43,3355,3408,10375.26877,67.06070023,63.76349831
12/11/2018,3406.41,3427.27,3292.65,3353.42,8951.710708,58.53352183,63.48501115
12/12/2018,3345.01,3490,3325.7,3430.18,7284.103782,52.44311523,59.3457791
12/13/2018,3430.2,3441.13,3221.14,3262.73,11715.01908,40.62166915,50.53276874
12/14/2018,3263.55,3294.81,3135.55,3195.75,14437.50527,37.56667005,43.54381814
12/15/2018,3194.04,3230,3122.28,3179.54,5814.868532,23.20513576,33.79782499
12/16/2018,3180.84,3259.43,3178.23,3193.78,6033.507146,23.50843279,28.09341287
12/17/2018,3191.41,3590,3181.26,3496.73,16389.79445,50.1904387,32.30133575
12/18/2018,3499.37,3684,3422.77,3667.16,13792.36428,77.43221171,50.37702773
12/19/2018,3667.16,3924.01,3642.69,3684.5,21125.61438,100,75.8742168
12/20/2018,3684.03,4172.07,3656.75,4073.77,25986.85292,100,92.4774039
12/21/2018,4073.58,4162,3770,3841.08,16967.23461,93.14384517,97.71461506
12/22/2018,3842.59,4010.16,3780.09,3980.9,7697.598152,89.95026394,94.36470304
12/23/2018,3977.65,4051,3900,3943.83,4609.892617,85.61811531,89.57074148
12/24/2018,3947.82,4236.84,3944.84,4036,12017.91713,90.78249979,88.78362635
12/25/2018,4034.54,4049.23,3674.73,3779.99,11801.43442,84.47649106,86.95903539
12/26/2018,3780,3863.34,3678.8,3810.01,10064.18282,80.24942028,85.16947038
12/27/2018,3810.01,3841.17,3566,3591.69,11850.01238,67.32556251,77.35049129
12/28/2018,3590.26,3970,3575,3884.97,13055.71841,71.13533276,72.90343852
12/29/2018,3884.66,3961.85,3702.51,3725.48,6901.382332,69.45654356,69.30581294
12/30/2018,3728.96,3870,3688.76,3835.79,5736.453708,72.10413321,70.89866984
12/31/2018,3831.03,3842.89,3630,3693.3,6667.163737,53.33245829,64.96437835
1/1/2019,3693.85,3845.46,3629.66,3823.44,5149.606277,47.92167578,57.78608909
1/2/2019,3825.41,3918.67,3770,3885.87,5534.469515,48.38147985,49.87853797
1/3/2019,3890.27,3893.4,3760,3787.81,4803.149109,56.49987893,50.93434486
1/4/2019,3785.64,3850.33,3732.38,3817.71,7452.058944,58.28616261,54.3891738
1/5/2019,3822,3887.09,3780,3791.84,3656.375314,53.72686188,56.17096781
1/6/2019,3795.38,4090,3753,4040.71,5400.714864,70.06995744,60.69432731
1/7/2019,4040.71,4070,3964.01,4005.45,7445.096004,80.9924738,68.26309771
1/8/2019,4005,4112,3934.73,3994.9,11819.98677,93.19730368,81.41991164
1/9/2019,3994.75,4060,3948.44,4002.13,7390.133992,89.90412201,88.03129983
1/10/2019,4003.09,4036.22,3503.44,3627.51,16118.42088,59.51077975,80.87073515
1/11/2019,3627.65,3704.6,3569.85,3632.02,10571.08164,30.44572507,59.95354228
1/12/2019,3631,3650.35,3557.09,3617.13,3184.352194,0.405573408,30.12069274
1/13/2019,3617.75,3654.02,3476,3515.95,5908.522805,0.405573408,10.4189573
1/14/2019,3517.03,3714,3506,3664.28,9925.990722,11.88502181,4.232056208
1/15/2019,3664.28,3687.02,3534.68,3576.93,8059.817378,18.33225202,10.20761575
1/16/2019,3576.92,3669,3570.48,3605.91,7675.066064,27.14997808,19.1224173
1/17/2019,3609.5,3660,3534.25,3638.01,7499.52553,26.79315544,24.09179518
1/18/2019,3638.01,3641.9,3577,3609.21,5023.510291,29.78104836,27.90806063
1/19/2019,3609.29,3774,3602.6,3681,4080.883464,36.87292287,31.14904222
1/20/2019,3680,3703.27,3470,3536.72,5591.015834,30.89359774,32.51585632
1/21/2019,3537.42,3573.29,3485.58,3531.51,5821.899831,26.65372516,31.47341526
1/22/2019,3531.51,3615.8,3401.36,3576.81,6877.063676,20.88654723,26.14462338
1/23/2019,3574.44,3620.23,3518,3552.32,6170.842672,30.69336771,26.07788003
1/24/2019,3553.2,3598,3524,3570.73,4488.014638,45.09382543,32.22458012
1/25/2019,3570.67,3578.79,3511,3560,4961.795123,52.4696222,42.75227178
1/26/2019,3560.94,3657.89,3536.51,3555.56,2697.883879,53.72013069,50.42785944
1/27/2019,3555.31,3564.12,3456,3533.23,3852.659641,36.68516713,47.62497334
1/28/2019,3532.23,3536.77,3357.3,3429.5,10345.10091,19.16694773,36.52408185
1/29/2019,3431.43,3438.76,3322.19,3390.5,7284.386863,2.560744728,19.4709532
1/30/2019,3391.25,3465.05,3372.34,3437.35,5704.023402,9.900199276,10.54263058
1/31/2019,3438,3474.2,3392.6,3413.11,5951.81817,16.43368557,9.631543191
2/1/2019,3413.69,3460,3364.53,3434.83,6659.847525,27.83539164,18.05642549
2/2/2019,3434.83,3485,3406.38,3462.82,3051.958608,42.47671391,28.91526371
2/3/2019,3470.5,3476.33,3384.67,3414.82,2813.892224,49.66469661,39.99226739
2/4/2019,3413.75,3439.46,3394.85,3410.87,3244.084979,51.08871005,47.74337352
2/5/2019,3409.81,3435,3396,3431.39,4045.625302,46.74772468,49.16704378
2/6/2019,3431.81,3445.6,3328.7,3364.62,6137.406398,37.15613009,44.99752161
2/7/2019,3364,3383.29,3350,3359.33,4293.555814,27.40362765,37.10249414
2/8/2019,3358.39,3711.04,3337.91,3622.94,14388.64754,40.5364248,35.03206085
2/9/2019,3626.12,3639.74,3589.52,3622.62,4054.504617,69.70251348,45.88085531
2/10/2019,3622.74,3662.43,3576.16,3650.37,4155.505683,99.96262975,70.06718935
2/11/2019,3651.32,3652.56,3578.7,3588.7,7931.408874,92.87849082,87.51454469
2/12/2019,3588.99,3619.93,3548.28,3585.94,10074.64745,85.26366888,92.70159649
2/13/2019,3585.7,3629.81,3541,3574.93,7992.743211,76.24325708,84.79513893
2/14/2019,3575.01,3590.74,3531.01,3560.46,5910.243129,72.44204539,77.98299045
2/15/2019,3560.45,3620.53,3544.88,3566.29,6218.769368,69.96885171,72.88471806
2/16/2019,3566.29,3609,3561.96,3579.92,3442.476304,70.71604351,71.04231353
2/17/2019,3580.43,3663.34,3553.98,3625.6,5012.461275,79.36121381,73.34870301
2/18/2019,3625.6,3916.47,3614.82,3869.8,15567.08485,89.48659967,79.854619
2/19/2019,3870.97,4000,3840.08,3888.46,12525.13651,97.75981968,88.86921106
2/20/2019,3889.92,3967.52,3861.49,3936.53,9852.282939,100,95.74880645
2/21/2019,3936.8,3989.99,3866.25,3900.4,8055.798928,94.46992296,97.40991421
2/22/2019,3900.64,3957,3882.59,3939.82,6593.859934,91.62042495,95.3634493
2/23/2019,3939.83,4157.87,3905.63,4113.53,7966.317211,91.62042495,92.57025762
2/24/2019,4113.56,4190,3714.42,3730.68,13737.01399,64.54254599,82.5944653
2/25/2019,3733.78,3861.81,3732.6,3820.71,8835.362249,39.64210203,65.26835766
2/26/2019,3817.93,3830,3760.09,3795.06,6543.164537,10.24379601,38.14281468
2/27/2019,3794.42,3822.85,3658.19,3798.47,7602.299845,13.65074015,21.1788794
2/28/2019,3796.49,3897.62,3755,3791.36,6747.880272,11.14402828,11.67952148
3/1/2019,3791.02,3845.3,3789.5,3807.05,4761.410159,11.22224957,12.00567267
3/2/2019,3805,3818.75,3760,3810.46,3259.743125,11.34507434,11.2371174
3/3/2019,3810.47,3822.39,3756,3789.52,2508.086491,10.66105372,11.07612588
3/4/2019,3789.7,3806.9,3670,3698.66,7293.719628,6.647805123,9.55131106
3/5/2019,3698.65,3877.1,3690,3844.07,7280.823976,11.82315653,9.710671791
3/6/2019,3844.07,3895.12,3808.8,3851.55,6402.675075,19.29831959,12.58976041
3/7/2019,3851.26,3891.04,3826.13,3856.64,7964.508254,29.48190517,20.20112709
3/8/2019,3856.78,3924.37,3760.1,3844.64,7707.39667,29.22500977,26.00174484
3/9/2019,3841.27,3950.25,3835.66,3916.43,5125.898304,52.69052117,37.1324787
3/10/2019,3916.42,3916.43,3862,3897.92,3000.606719,71.7697609,51.22843061
3/11/2019,3898.14,3912.89,3812.64,3849.25,6612.115161,81.35155135,68.60394447
3/12/2019,3848.86,3877.69,3791.07,3859.74,5794.614734,68.66968335,73.93033187
3/13/2019,3861.37,3874.68,3820,3848.48,4275.54,57.47441082,69.16521517
3/14/2019,3848.1,3903.98,3775.01,3854.77,5167.566176,58.07660215,61.40689877
3/15/2019,3857.33,3912.06,3843.09,3901.21,6411.983328,66.18093404,60.57731567
3/16/2019,3899.19,4040,3899.12,3990,6959.477883,81.44671459,68.56808359
3/17/2019,3990,3992.42,3927.28,3965.5,2711.950168,90.39636106,79.34133656
3/18/2019,3965.63,4016.63,3929.83,3969.59,5420.230378,87.41617507,86.41975024
3/19/2019,3969.94,4012.63,3947.15,3998.13,5317.450555,86.47490538,88.09581383
3/20/2019,3999.5,4050,3962.6,4031.59,6244.953702,91.50100822,88.46402956
3/21/2019,4033.7,4055.35,3919.63,3974.21,7561.759897,80.54264855,86.17285405
3/22/2019,3974.5,4000.81,3958.94,3982.07,3453.368928,64.65922278,78.90095985
3/23/2019,3980.4,4001.17,3957.11,3982.52,2259.564526,47.9372624,64.37971124
3/24/2019,3979.19,3980.97,3942.04,3969.99,2204.065609,45.3034034,52.63329619
3/25/2019,3970.23,3980.22,3850.45,3910.51,6913.367097,28.79476552,40.67847711
3/26/2019,3910,3936.36,3879.5,3922.58,4315.604877,15.0342782,29.71081571
3/27/2019,3922.58,4037.11,3912.19,4025.5,8151.675049,26.57709668,23.46871347
3/28/2019,4025.5,4025.56,3992.6,4012.23,3927.546822,46.64310639,29.41816042
3/29/2019,4011,4102.57,4005,4090,8391.034624,76.96502667,50.06174325
3/30/2019,4090,4130.36,4040,4094.92,3923.128816,86.57214895,70.060094
3/31/2019,4094.92,4101.7,4074.29,4096.08,2402.588205,99.83947258,87.79221607
4/1/2019,4092.02,4150,4052.56,4136.32,7232.987312,100,95.47054051
4/2/2019,4133.93,5080,4130.64,4899.63,30686.17351,100,99.94649086
4/3/2019,4899.01,5345,4800.5,4978.23,29321.27268,100,100
4/4/2019,4972.83,5077.35,4778.59,4907.94,15898.11515,95.37548735,98.45849578
4/5/2019,4911.14,5067.62,4883.83,5039.73,13023.74652,92.30134821,95.89227852
4/6/2019,5041,5240,4900,5041.39,10049.84479,89.24599994,92.30761183
4/7/2019,5041.92,5253.49,5028.3,5190.85,10872.51936,92.41367938,91.32034251
4/8/2019,5192.92,5347.37,5127.68,5287.88,13344.98151,94.91798663,92.19255532
4/9/2019,5287.97,5288.95,5136.01,5192.6,9410.3535,89.50387267,92.27851289
4/10/2019,5184.03,5466.06,5161,5323.47,10723.93475,84.67344502,89.69843477
4/11/2019,5323.47,5344.31,4966.87,5040.2,15052.95606,54.88672196,76.35467989
4/12/2019,5037.82,5122.48,4912,5076.35,8057.038477,33.78937352,57.78318017
4/13/2019,5075.74,5122.01,5033.73,5063.63,4520.43703,9.461476337,32.71252394
4/14/2019,5064,5185.26,5012.73,5162.72,3443.447283,10.5508785,17.93390945
4/15/2019,5160.54,5192.01,4948.57,5027.31,7423.013759,6.784355838,8.932236891
4/16/2019,5027.33,5231.96,5014.77,5202.43,7675.40412,9.880809932,9.072014756
4/17/2019,5201.47,5275.07,5170.01,5233.72,6741.07721,12.75656771,9.807244494
4/18/2019,5227.6,5325,5218.23,5281.58,6375.895687,21.22585297,14.62107687
4/19/2019,5283,5357.96,5180.37,5289.91,5285.60637,24.15457536,19.37899868
4/20/2019,5289.91,5362.97,5253.82,5318.89,3665.569621,26.95078743,24.11040525
4/21/2019,5318.94,5346.91,5212.8,5295.65,4631.039168,26.27457721,25.79331333
4/22/2019,5295.96,5439.12,5249,5386.8,7127.111868,31.32793539,28.18443334
4/23/2019,5388.22,5627,5363.24,5531.32,10132.40317,41.09855309,32.90035523
4/24/2019,5531.29,5623.3,5372,5440.95,10521.03763,50.74551386,41.05733411
4/25/2019,5440.95,5510,4991.42,5132.55,9893.935909,36.94880391,42.93095695
4/26/2019,5132.5,5291.48,5046.31,5155.19,15033.10178,18.68693286,35.46041688
4/27/2019,5154.11,5218.31,5113,5168.91,4041.333553,3.285093856,19.64027688
4/28/2019,5171.51,5213.23,5099,5160.98,3957.254356,4.721321426,8.897782714
4/29/2019,5152.98,5191.96,5071.58,5149.11,5753.615137,3.95717554,3.987863607
4/30/2019,5150.21,5287.4,5127.05,5269,5055.272836,10.07970864,6.252735201
5/1/2019,5267.86,5357.96,5263.03,5318.42,4209.284414,19.72054904,11.25247774
5/2/2019,5322.28,5422.94,5304.99,5385,5908.521723,34.11363783,21.30463184
5/3/2019,5385,5796.56,5363.1,5658.22,12700.58899,53.27361114,35.70259934
5/4/2019,5659.82,5846.13,5510,5764.65,8525.455708,73.3016266,53.56295852
5/5/2019,5766.46,5782.55,5624.25,5709.32,5162.56183,84.37506649,70.31676808
5/6/2019,5714.4,5755.79,5562.44,5685.46,6826.980875,80.75890701,79.47853337
5/7/2019,5686.88,5970,5686.88,5751.54,10741.56186,78.05653296,81.06350216
5/8/2019,5751.54,5986,5658.66,5940.89,6320.413545,85.44058644,81.41867547
5/9/2019,5945.32,6172,5932.83,6156.7,9081.240778,95.06937604,86.18883182
5/10/2019,6151.66,6426.8,6105,6342.84,13821.71361,100,93.50332083
5/11/2019,6338.93,7445,6338.93,7217.47,22331.43531,100,98.35645868
5/12/2019,7214.4,7585,6762.57,6974.35,27398.21436,91.03202591,97.0106753
5/13/2019,6968.84,8167.5,6863.75,7810.05,27299.34474,87.09271197,92.70824596
5/14/2019,7810.72,8335.56,7618.99,7986,18881.44116,83.96011402,87.3616173
5/15/2019,7991.72,8300,7838,8208.69,16613.07123,90.88518252,87.3126695
5/16/2019,8203.97,8390.95,7654.93,7880,17078.70376,76.6060344,83.81711031
5/17/2019,7879.28,7942.09,6178,7351.71,27307.5797,46.40529902,71.29883865
5/18/2019,7352.39,7493.85,7205.57,7260.12,7564.89969,15.11487127,46.04206823
5/19/2019,7257.82,8299.99,7247.86,8200,15595.26745,11.56174135,24.36063722
5/20/2019,8193.45,8199.97,7581.03,8005.64,13426.78751,18.21436638,14.96365967
5/21/2019,8007.67,8117.48,7676.27,7955.16,7518.555677,23.58082147,17.78564307
5/22/2019,7949.18,8049.22,7505.69,7624.95,8396.822037,12.01908011,17.93808932
5/23/2019,7622.9,7980,7468.31,7880.22,8370.356253,8.641560207,14.74715393
5/24/2019,7880.4,8188.87,7795.95,7999.02,9358.971812,8.027659815,9.562766712
5/25/2019,7999.02,8158.45,7939.76,8064.64,3361.653251,13.95538368,10.20820123
5/26/2019,8066.15,8802.29,7888.91,8733.26,8526.811644,24.44647304,15.47650551
5/27/2019,8733.27,8939.18,8653.68,8770.73,8948.024674,33.84585582,24.08257085
5/28/2019,8774.45,8817.41,8540.94,8717.96,6142.896073,40.56466695,32.95233193
5/29/2019,8715.35,8762.39,8421.12,8663.41,7584.257859,44.19392416,39.53481564
5/30/2019,8663.07,9096.79,8000,8277.76,15252.97871,30.73748454,38.49869188
5/31/2019,8277.76,8589.99,8109.74,8547.2,9956.808188,28.24211705,34.39117525
6/1/2019,8545.8,8624.72,8457.33,8556.27,5167.051307,21.31228682,26.7639628
6/2/2019,8560.1,8833.97,8546.01,8734.49,4263.036165,37.33474752,28.96305046
6/3/2019,8735.84,8745.96,8049.22,8103.64,9948.801643,27.18358002,28.61020479
6/4/2019,8103.63,8103.63,7432.84,7665.53,15485.70215,16.71795855,27.07876203
6/5/2019,7673.41,7924.48,7570.9,7785.94,9193.526023,2.427628886,15.44305582
6/6/2019,7784.62,7878.62,7449.68,7806.07,8738.666359,5.274918212,8.140168548
6/7/2019,7801.97,8134.99,7758.93,8001.25,9012.024747,12.21774788,6.640098327
6/8/2019,8002.68,8061.12,7777.67,7932.27,4869.675542,15.08048968,10.85771859
6/9/2019,7933.17,7966.58,7511.41,7632.99,3895.848105,12.23320035,13.17714597
6/10/2019,7629.98,8090,7523.16,8021.1,7150.594298,13.77387963,13.69585655
6/11/2019,8017.99,8057.32,7713.34,7919.1,5552.688038,14.92843588,13.64517196
6/12/2019,7915.7,8266,7821.73,8176.27,8577.162497,28.79507584,19.16579712
6/13/2019,8171.12,8335.56,8049.22,8238,7237.800391,35.68305738,26.46885637
6/14/2019,8235.44,8737.37,8174.92,8697.54,8678.250306,54.78842352,39.75551892
6/15/2019,8694.74,8911.98,8623.52,8857.19,5275.753069,69.5890904,53.35352377
6/16/2019,8857.19,9391.85,8805,8974.19,15018.85336,87.55093325,70.64281572
6/17/2019,8973.02,9477.7,8973.02,9333.48,12760.9607,95.33397351,84.15799906
6/18/2019,9333.48,9361.87,8918,9078.84,11327.45394,91.85008659,91.57833112
6/19/2019,9076.51,9325.85,9036.19,9278.27,4687.259843,87.02497552,91.40301188
6/20/2019,9280.17,9600,9211.08,9534.99,7870.315839,86.18541948,88.35349387
6/21/2019,9534.99,10229.49,9534.97,10222.12,12553.09963,94.33533289,89.1819093
6/22/2019,10222.13,11200,10085.5,10661.3,13709.30032,99.16044396,93.22706544
6/23/2019,10665.66,11247.62,10483.33,10831.95,7270.645812,100,97.83192562
6/24/2019,10827.23,11099,10551.51,11029.63,8247.393811,100,99.72014799
6/25/2019,11030,11796.37,11000.02,11751.01,12133.57176,100,100
6/26/2019,11760,13880,11647.07,12920.54,37486.86149,100,100
6/27/2019,12927.44,13355.61,10300,11153.74,36106.96055,67.55907269,89.18635756
6/28/2019,11153.73,12447.46,10739.1,12354.43,18718.10159,42.79677724,70.11861664
6/29/2019,12354.45,12386.76,11317.03,11858.62,12265.99736,11.33505557,40.56363517
6/30/2019,11867.35,12200.06,10651.3,10760.1,12642.61772,10.44264955,21.52482745
7/1/2019,10759.24,11200.41,9950,10577.43,22917.4371,1.871611663,7.883105595
7/2/2019,10581.78,10942.63,9614.08,10828.9,20285.24655,1.638381443,4.650880885
7/3/2019,10830.1,12009,10830.1,11967.43,19389.85476,9.849073016,4.453022041
7/4/2019,11970,12061.04,11052.74,11146.34,11185.2942,11.6265461,7.704666854
7/5/2019,11144.82,11440,10769.15,10997.84,11893.43795,10.66313106,10.71291673
7/6/2019,10996.82,11735,10982.89,11240,7892.178668,4.644617067,8.978098076
7/7/2019,11233.21,11627,11083.76,11469.96,6683.055467,6.5100338,7.272593975
7/8/2019,11478.43,12398,11332.19,12286.14,11901.90089,14.24198448,8.465545116
7/9/2019,12299.94,12883.48,12030.43,12567.23,15115.55238,21.96399698,14.23867175
7/10/2019,12574.88,13200,11550,12098.95,19838.38995,30.45522442,22.22040196
7/11/2019,12101.44,12104.97,10966.81,11349.24,18468.686,22.04830734,24.82250958
7/12/2019,11352.74,11942.39,11083.52,11808.91,9176.67943,21.03457326,24.51270167
7/13/2019,11811.08,11846.61,10810,11378.79,9391.353414,8.900455999,17.32777887
7/14/2019,11382.03,11467.3,10090,10191.87,12170.40824,8.900455999,12.94516175
7/15/2019,10191.87,11080.37,9855,10850,16048.02718,8.06727119,8.622727729
7/16/2019,10848.27,11042.11,9366,9412.81,20761.02748,8.06727119,8.34499946
7/17/2019,9427.45,9993,9049.54,9699.35,16992.78526,11.01826819,9.050936855
7/18/2019,9712.15,10797,9280.33,10648.6,18289.54218,14.97434218,11.35329385
7/19/2019,10638.44,10776.99,10102.58,10535.43,13787.45647,25.99084923,17.32781987
7/20/2019,10533.71,11120,10359.17,10750.11,9964.673883,36.12037973,25.69519038
7/21/2019,10757.15,10839.09,10325,10600.24,5628.161767,35.68218027,32.59780308
7/22/2019,10605.03,10686.89,10052.25,10328.83,9371.306442,33.50023689,35.1009323
7/23/2019,10315.87,10327.33,9801.88,9847.02,9040.848826,25.49505014,31.55915576
7/24/2019,9841.42,9911.5,9514.96,9763.67,9433.3452,18.84946839,25.9482518
7/25/2019,9781.52,10187,9734.19,9883.96,6377.957518,17.30812305,20.55088053
7/26/2019,9886.08,9897.46,9650,9846.94,5570.109147,20.8697661,19.00911918
7/27/2019,9846.94,10235,9299,9481.37,9614.102075,16.90009402,18.35932772
7/28/2019,9467.84,9634.5,9111,9533.19,3860.834817,12.63924498,16.80303503
7/29/2019,9538.73,9725.17,9360,9495.39,5068.654309,5.868208447,11.80251581
7/30/2019,9508.21,9775,9373.48,9593.62,5533.971185,10.34616308,9.61787217
7/31/2019,9592.26,10143.2,9574.09,10085.34,7917.508477,34.34121138,16.85186097
8/1/2019,10096.01,10499,9878.09,10407.71,7681.73236,65.80859745,36.83199064
8/2/2019,10416.79,10670,10318.47,10529.51,9286.861727,93.69408425,64.61463103
8/3/2019,10529.51,10919,10502.8,10821.52,6996.117228,100,86.5008939
8/4/2019,10812.58,11085.99,10564.96,10986.96,7556.32923,100,97.89802808
8/5/2019,10986.55,11959.36,10986.55,11800,17260.45577,100,100
8/6/2019,11800,12325,11200,11470,16420.57916,93.78607317,97.92869106
8/7/2019,11471.58,12145.42,11388.01,11971.57,15480.45524,93.23294162,95.67300493
8/8/2019,11973.46,12061.1,11450.93,11983.43,10144.46211,92.80962031,93.2762117
8/9/2019,11985.6,12040,11650,11859.32,7336.914849,96.05439247,94.03231813
8/10/2019,11859.32,11976.68,11200,11273.2,7447.248341,82.41895885,90.42765721
8/11/2019,11273.03,11589.73,11080.37,11528.73,4361.390692,72.24292585,83.57209239
8/12/2019,11527.44,11551.57,11194.04,11385.11,3417.709357,61.21784001,71.95990824
8/13/2019,11380.61,11446.94,10738.58,10862.28,9003.178886,43.66453389,59.04176658
8/14/2019,10862.25,10862.25,9888.57,10022.99,12678.94119,20.93055487,41.93764292
8/15/2019,10022.5,10444.66,9467.57,10301.44,15083.17326,6.174642368,23.58991038
8/16/2019,10294.9,10540,9736.96,10354.34,11080.39966,10.04371393,12.38297039
8/17/2019,10351.18,10472.93,9974.51,10210.89,3907.528398,13.47241249,9.896922931
8/18/2019,10221.94,10515,10065.41,10318.99,3398.419867,14.31183436,12.60932026
8/19/2019,10318.99,10940,10267.56,10927.3,8044.021348,24.73823031,17.50749239
8/20/2019,10927.3,10955.48,10549.74,10772.22,5883.599953,34.56232911,24.53746459
8/21/2019,10778.75,10807.54,9853.45,10134.75,9812.621711,32.61426012,30.63827318
8/22/2019,10123.56,10238.29,9755.53,10112.01,6710.306648,20.13882338,29.10513754
8/23/2019,10112.45,10479,10051,10401.6,5557.291443,19.07684306,23.94330885
8/24/2019,10401.87,10432,9885.48,10149.7,5106.556737,22.10523306,20.44029983
8/25/2019,10149.38,10355.89,9907.86,10136.75,3953.395281,25.70182253,22.29463288
8/26/2019,10136.75,10650,10136.75,10360.97,7166.675341,32.08165745,26.62957101
8/27/2019,10355.11,10375.53,10019.1,10167.29,4781.335022,36.96117105,31.58155034
8/28/2019,10171.39,10280.71,9555,9711.78,9303.155919,29.95308876,32.99863908
8/29/2019,9720.2,9720.2,9320,9490,7717.106376,11.3824368,26.09889887
8/30/2019,9490.56,9700,9350.1,9579.75,5317.3097,3.364494939,14.90000683
8/31/2019,9569.3,9682.73,9443.19,9594.15,1572.155427,7.294503705,7.347145147
9/1/2019,9593.5,9832,9538.75,9767.53,1799.367201,18.16669283,9.608563826
9/2/2019,9767.56,10471,9753.24,10384.48,6144.798835,48.13553123,24.53224259
9/3/2019,10384.07,10783,10286,10617.61,11443.5385,77.5388558,47.94702662
9/4/2019,10617.72,10834.15,10378.7,10586.26,10088.72363,99.04708068,74.9071559
9/5/2019,10586.26,10664.13,10461.97,10573.66,4555.624634,97.68685414,91.42426354
9/6/2019,10573.04,10949,10204.18,10311.09,10701.50994,87.93038688,94.88810723
9/7/2019,10309.04,10580,10297.58,10484.39,3148.508953,84.37301296,89.99675133
9/8/2019,10497.57,10594.88,10229.49,10400.18,3130.861035,78.42732221,83.57690735
9/9/2019,10387.33,10542.93,10060,10307.45,6059.762744,77.75044922,80.1835948
9/10/2019,10317.62,10390.09,9910,10096,4658.921411,64.9060326,73.69460134
9/11/2019,10093.39,10243.01,9855.11,10154.46,4614.348493,57.05790454,66.57146212
9/12/2019,10163.81,10465,10027.52,10420.34,4719.046686,61.40776637,61.12390117
9/13/2019,10423.99,10458.13,10153.87,10368.65,3755.417422,70.42607215,62.96391435
9/14/2019,10365.81,10441.47,10217.01,10355.37,2656.15453,74.45762134,68.76381995
9/15/2019,10362.52,10383.2,10258.49,10305.74,2297.722769,61.1967791,68.69349086
9/16/2019,10320.36,10378.07,10060.95,10269.98,5496.037494,47.23832254,60.96424099
9/17/2019,10257.2,10280.53,10130.59,10195.73,5078.598656,30.06526457,46.16678874
9/18/2019,10182.96,10263.65,10080,10152.09,3952.006836,17.16239909,31.48866207
9/19/2019,10161.59,10380.07,9600,10271.53,7455.911412,23.50693934,23.578201
9/20/2019,10284.72,10308.04,10055,10169.02,4463.382021,22.91658953,21.19530932
9/21/2019,10169.02,10180.43,9913.35,9985.28,4148.899815,21.83044235,22.75132374
9/22/2019,9973,10093.24,9842.35,10020.58,3213.954096,8.187902342,17.64497807
9/23/2019,10022.38,10048.06,9606,9682.19,5447.963132,3.740472954,11.25293921
9/24/2019,9685.69,9782,7998,8536.82,28154.41356,3.740472954,5.222949417
9/25/2019,8536.71,8746.83,8216,8432.16,17435.86789,0,2.493648636
9/26/2019,8443.44,8467.89,7733.99,8055.03,16662.32021,0,1.246824318
9/27/2019,8055.25,8294.04,7866,8187.72,10165.85294,3.724933015,1.241644338
9/28/2019,8199.96,8356.4,8009.84,8218.07,6315.489539,8.477888355,4.067607123
9/29/2019,8218.07,8244.07,7902.66,8047.6,5366.570718,11.64874732,7.950522897
9/30/2019,8060.13,8368.5,7714.7,8298.45,9518.992108,18.63595176,12.92086248
10/1/2019,8304.47,8531.25,8195.42,8319.01,10224.59198,25.1987573,18.49448546
10/2/2019,8326.41,8393.39,8170.91,8373.42,4952.534115,35.01497539,26.28322815
10/3/2019,8377.68,8419.23,8029.14,8239.92,8701.120396,36.44612073,32.21995114
10/4/2019,8243.39,8244.93,7986.65,8152.07,6278.781419,37.37381718,36.27830443
10/5/2019,8157.89,8195,8016.26,8145.17,4445.104068,36.50818934,36.77604242
10/6/2019,8150.73,8176.46,7772.71,7854.12,6454.535727,34.58711762,36.15637471
10/7/2019,7863.75,8313.7,7763.54,8205.53,9363.327185,55.67699362,42.25743353
10/8/2019,8211.04,8344.12,8109.74,8178.54,3577.722873,76.03639019,55.43350048
10/9/2019,8185.85,8707.8,8110,8586.34,11634.19485,99.14751245,76.95363209
10/10/2019,8586.57,8666.84,8450.61,8582.11,7435.43199,99.03198125,91.40529463
